time,forecast_mw
2025-10-10 11:30:00+02:00,14196.97
2025-10-10 11:45:00+02:00,14313.86
2025-10-10 12:00:00+02:00,14385.74
2025-10-10 12:15:00+02:00,14244.99
2025-10-10 12:30:00+02:00,14108.04
2025-10-10 12:45:00+02:00,13997.34
2025-10-10 13:00:00+02:00,13907.37
2025-10-10 13:15:00+02:00,13871.13
2025-10-10 13:30:00+02:00,13872.88
2025-10-10 13:45:00+02:00,13896.96
2025-10-10 14:00:00+02:00,13964.2
2025-10-10 14:15:00+02:00,14043.92
2025-10-10 14:30:00+02:00,14087.79
2025-10-10 14:45:00+02:00,14112.11
2025-10-10 15:00:00+02:00,14098.86
2025-10-10 15:15:00+02:00,14071.49
2025-10-10 15:30:00+02:00,14045.14
2025-10-10 15:45:00+02:00,14003.06
2025-10-10 16:00:00+02:00,13926.53
2025-10-10 16:15:00+02:00,13751.15
2025-10-10 16:30:00+02:00,13584.07
2025-10-10 16:45:00+02:00,13418.26
2025-10-10 17:00:00+02:00,13274.29
2025-10-10 17:15:00+02:00,13199.68
2025-10-10 17:30:00+02:00,13129.12
2025-10-10 17:45:00+02:00,13082.26
2025-10-10 18:00:00+02:00,13055.58
2025-10-10 18:15:00+02:00,13209.21
2025-10-10 18:30:00+02:00,13380.14
2025-10-10 18:45:00+02:00,13525.13
2025-10-10 19:00:00+02:00,13676.99
2025-10-10 19:15:00+02:00,13818.06
2025-10-10 19:30:00+02:00,13954.58
2025-10-10 19:45:00+02:00,14070.67
2025-10-10 20:00:00+02:00,14182.03
2025-10-10 20:15:00+02:00,14273.15
2025-10-10 20:30:00+02:00,14343.74
2025-10-10 20:45:00+02:00,14408.63
2025-10-10 21:00:00+02:00,14457.73
2025-10-10 21:15:00+02:00,14472.49
2025-10-10 21:30:00+02:00,14473.82
2025-10-10 21:45:00+02:00,14468.59
2025-10-10 22:00:00+02:00,14240.09
2025-10-10 22:15:00+02:00,14178.65
2025-10-10 22:30:00+02:00,14135.6
2025-10-10 22:45:00+02:00,14085.26
2025-10-10 23:00:00+02:00,14013.54
2025-10-10 23:15:00+02:00,13948.85
2025-10-10 23:30:00+02:00,13889.53
2025-10-10 23:45:00+02:00,13829.49
2025-10-11 00:00:00+02:00,13233.73
2025-10-11 00:15:00+02:00,13153.68
2025-10-11 00:30:00+02:00,13073.83
2025-10-11 00:45:00+02:00,12989.68
2025-10-11 01:00:00+02:00,12906.16
2025-10-11 01:15:00+02:00,12823.45
2025-10-11 01:30:00+02:00,12732.34
2025-10-11 01:45:00+02:00,12636.12
2025-10-11 02:00:00+02:00,12548.69
2025-10-11 02:15:00+02:00,12494.69
2025-10-11 02:30:00+02:00,12461.05
2025-10-11 02:45:00+02:00,12435.14
2025-10-11 03:00:00+02:00,12417.88
2025-10-11 03:15:00+02:00,12395.59
2025-10-11 03:30:00+02:00,12374.26
2025-10-11 03:45:00+02:00,12362.44
2025-10-11 04:00:00+02:00,12337.14
2025-10-11 04:15:00+02:00,12304.21
2025-10-11 04:30:00+02:00,12271.69
2025-10-11 04:45:00+02:00,12237.21
2025-10-11 05:00:00+02:00,12218.28
2025-10-11 05:15:00+02:00,12212.2
2025-10-11 05:30:00+02:00,12205.79
2025-10-11 05:45:00+02:00,12197.47
2025-10-11 06:00:00+02:00,12363.63
2025-10-11 06:15:00+02:00,12333.78
2025-10-11 06:30:00+02:00,12306.86
2025-10-11 06:45:00+02:00,12277.97
2025-10-11 07:00:00+02:00,12260.34
2025-10-11 07:15:00+02:00,12220.54
2025-10-11 07:30:00+02:00,12168.85
2025-10-11 07:45:00+02:00,12107.39
2025-10-11 08:00:00+02:00,11990.62
2025-10-11 08:15:00+02:00,11837.77
2025-10-11 08:30:00+02:00,11688.88
2025-10-11 08:45:00+02:00,11543.74
2025-10-11 09:00:00+02:00,11424.74
2025-10-11 09:15:00+02:00,11329.14
2025-10-11 09:30:00+02:00,11232.61
2025-10-11 09:45:00+02:00,11139.76
2025-10-11 10:00:00+02:00,11068.63
2025-10-11 10:15:00+02:00,11145.29
2025-10-11 10:30:00+02:00,11222.88
2025-10-11 10:45:00+02:00,11307.0
2025-10-11 11:00:00+02:00,11388.64
2025-10-11 11:15:00+02:00,11463.12
2025-10-11 11:30:00+02:00,11539.72
2025-10-11 11:45:00+02:00,11617.59
2025-10-11 12:00:00+02:00,11675.12
2025-10-11 12:15:00+02:00,11670.41
2025-10-11 12:30:00+02:00,11667.55
2025-10-11 12:45:00+02:00,11670.3
2025-10-11 13:00:00+02:00,11662.7
2025-10-11 13:15:00+02:00,11656.17
2025-10-11 13:30:00+02:00,11649.56
2025-10-11 13:45:00+02:00,11665.61
2025-10-11 14:00:00+02:00,11716.46
2025-10-11 14:15:00+02:00,11774.61
2025-10-11 14:30:00+02:00,11804.9
2025-10-11 14:45:00+02:00,11819.9
2025-10-11 15:00:00+02:00,11775.18
2025-10-11 15:15:00+02:00,11674.87
2025-10-11 15:30:00+02:00,11572.13
2025-10-11 15:45:00+02:00,11442.14
2025-10-11 16:00:00+02:00,11269.19
2025-10-11 16:15:00+02:00,10941.53
2025-10-11 16:30:00+02:00,10614.98
2025-10-11 16:45:00+02:00,10287.82
2025-10-11 17:00:00+02:00,9974.21
2025-10-11 17:15:00+02:00,9714.97
2025-10-11 17:30:00+02:00,9454.28
2025-10-11 17:45:00+02:00,9205.64
2025-10-11 18:00:00+02:00,8986.46
2025-10-11 18:15:00+02:00,8931.42
2025-10-11 18:30:00+02:00,8891.53
2025-10-11 18:45:00+02:00,8835.6
2025-10-11 19:00:00+02:00,8782.64
2025-10-11 19:15:00+02:00,8741.05
2025-10-11 19:30:00+02:00,8696.76
2025-10-11 19:45:00+02:00,8631.6
2025-10-11 20:00:00+02:00,8571.44
2025-10-11 20:15:00+02:00,8503.72
2025-10-11 20:30:00+02:00,8419.95
2025-10-11 20:45:00+02:00,8320.03
2025-10-11 21:00:00+02:00,8176.96
2025-10-11 21:15:00+02:00,8018.35
2025-10-11 21:30:00+02:00,7889.61
2025-10-11 21:45:00+02:00,7777.53
2025-10-11 22:00:00+02:00,7612.87
2025-10-11 22:15:00+02:00,7520.49
2025-10-11 22:30:00+02:00,7430.45
2025-10-11 22:45:00+02:00,7348.29
2025-10-11 23:00:00+02:00,7267.47
2025-10-11 23:15:00+02:00,7261.93
2025-10-11 23:30:00+02:00,7257.59
2025-10-11 23:45:00+02:00,7261.68
2025-10-12 00:00:00+02:00,7226.82
2025-10-12 00:15:00+02:00,7256.17
2025-10-12 00:30:00+02:00,7287.31
2025-10-12 00:45:00+02:00,7332.59
2025-10-12 01:00:00+02:00,7371.24
2025-10-12 01:15:00+02:00,7435.73
2025-10-12 01:30:00+02:00,7505.2
2025-10-12 01:45:00+02:00,7571.22
2025-10-12 02:00:00+02:00,7636.36
2025-10-12 02:15:00+02:00,7723.48
2025-10-12 02:30:00+02:00,7826.69
2025-10-12 02:45:00+02:00,7941.33
2025-10-12 03:00:00+02:00,8091.84
2025-10-12 03:15:00+02:00,8279.55
2025-10-12 03:30:00+02:00,8467.75
